"","Record","Sale_amount","Sale_date","Beds","Baths","Sqft_home","Sqft_lot","Type","Build_year","Town","University","Type2"
"8989",8989,60000,42477,3,1,1583,4791,3,1920,45,20,3
"8990",8990,94000,42522,3,1.5,1388,7840,3,1948,45,20,3
"8991",8991,86000,42513,2,1,1093,6027,3,1944,45,20,3
"8992",8992,85000,42522,3,2,988,5280,3,1955,45,20,3
"8993",8993,119000,42489,3,1,1080,7840,3,1948,45,20,3
"8994",8994,75000,42458,4,3,2053,12632.4,3,1947,45,20,3
"8995",8995,45000,42499,3,1,1513,9583,3,1930,45,20,3
"8996",8996,98000,42516,4,2,2112,5662,1,1910,45,20,1
"8997",8997,80000,42514,2,1,979,7759,3,1940,45,20,3
"8998",8998,70000,42480,3,1,1144,4140,3,1942,45,20,3
"8999",8999,134500,42444,5,2.5,2100,5720,3,1909,45,20,3
"9000",9000,205000,42444,5,3,2597,6969,3,1929,45,20,3
"9001",9001,75000,42552,5,2,1820,4600,2,1920,45,20,2
"9002",9002,295000,42535,5,5,3606,13503.6,3,1930,45,20,3
"9003",9003,119500,42500,6,2,2990,6600,2,1930,45,20,2
"9004",9004,43000,42514,4,1,960,3484,3,1895,45,20,3
"9005",9005,29000,42515,3,1,1126,2613,3,1900,45,20,3
"9006",9006,110000,42552,1,1,625,5445,1,1930,45,20,1
"9007",9007,74400,42531,6,2,2580,3920,1,1900,45,20,1
"9008",9008,44000,42478,3,2,1280,4356,3,1880,45,20,3
"9009",9009,58000,42515,3,1,1190,3696,3,1910,45,20,3
"9010",9010,320000,42447,6,4,2689,13068,3,1915,45,20,3
"9011",9011,1e+05,42516,3,2,1886,7840,3,1900,45,20,3
"9012",9012,84500,42445,4,2,2124,4267,2,1920,45,20,2
"9013",9013,90000,42543,2,1,1192,7250,3,1927,45,20,3
"9014",9014,114900,42457,3,2,1344,6098,3,1945,45,20,3
"9015",9015,65000,42552,4,2,1804,3795,1,1932,45,20,1
"9016",9016,110000,42445,4,2.5,1896,3920,3,1947,45,20,3
"9017",9017,75000,42460,3,1.5,1376,5662,3,1935,45,20,3
"9018",9018,100395,42459,3,1.5,1362,5280,3,1930,45,20,3
"9019",9019,80500,42467,3,2,1608,5227,3,1890,45,20,3
"9020",9020,130000,42509,5,2,3068,10018,1,1900,45,20,1
"9021",9021,63000,42465,2,1,912,7458,3,1960,45,20,3
"9022",9022,55000,42509,2,1,1324,4382,3,1930,45,20,3
"9023",9023,127000,42509,3,1,1743,13503.6,3,1935,45,20,3
"9024",9024,69000,42501,3,1,1068,4791,3,1920,45,20,3
"9025",9025,60000,42494,2,1,748,4400,3,1928,45,20,3
"9026",9026,82000,42502,3,2,1980,5227,1,1925,45,20,1
"9027",9027,112500,42480,4,1,1668,5227,3,1920,45,20,3
"9028",9028,129000,42510,4,2,1584,5662,3,1932,45,20,3
"9029",9029,85000,42542,3,2,1600,5227,3,1930,45,20,3
"9030",9030,63000,42468,3,1.5,1112,4791,3,1925,45,20,3
"9031",9031,118000,42516,3,1,1596,7545,3,1927,45,20,3
"9032",9032,77000,42444,2,1,1224,4839,3,1948,45,20,3
"9033",9033,123000,42444,2,1,1120,4791,3,1946,45,20,3
"9034",9034,96500,42457,2,2,1274,6534,3,1952,45,20,3
"9035",9035,97000,42467,4,2,1878,5788,3,1930,45,20,3
"9036",9036,115000,42464,4,2,1882,5662,3,1930,45,20,3
"9037",9037,101000,42503,4,2,1382,5227,3,1925,45,20,3
"9038",9038,129000,42507,4,2,1512,4356,3,1920,45,20,3
"9039",9039,39500,42459,3,1,846,5227,3,1920,45,20,3
"9040",9040,65000,42521,3,1,1274,5280,3,1920,45,20,3
"9041",9041,74200,42565,4,2,1500,10890,3,1919,45,20,3
"9042",9042,81000,42521,1,3,2000,6969,3,1968,45,20,3
"9043",9043,97000,42522,4,1.5,1729,5227,3,1950,45,20,3
"9044",9044,87500,42479,3,1,1167,7405,3,1954,45,20,3
"9045",9045,49900,42521,3,1,1145,4356,3,1910,45,20,3
"9046",9046,59000,42454,3,2,1400,5445,3,1993,45,20,3
"9047",9047,155000,42508,3,3,1956,10890,3,1918,45,20,3
"9048",9048,60500,42458,6,2,2116,5368,2,1925,45,20,2
"9049",9049,37000,42446,3,1,1228,4356,3,1930,45,20,3
"9050",9050,37000,42480,4,1,1337,9702,3,1880,45,20,3
"9051",9051,61500,42496,6,2,2378,5031,2,1872,45,20,2
"9052",9052,65000,42475,4,1,1440,4888,3,1920,45,20,3
"9053",9053,75000,42510,3,1.5,1328,4791,3,1922,45,20,3
"9054",9054,105000,42451,4,1.5,1705,6285,3,1920,45,20,3
"9055",9055,73000,42548,3,1,1260,5662,3,1924,45,20,3
"9056",9056,89900,42549,3,2,1194,10890,3,1945,45,20,3
"9057",9057,64900,42459,4,1,1152,6122,3,1945,45,20,3
"9058",9058,52500,42480,2,1,1192,5280,3,1930,45,20,3
"9059",9059,78500,42474,3,2,1579,5429,3,1935,45,20,3
"9060",9060,83500,42485,6,2,2884,5198,2,1930,45,20,2
"9061",9061,63000,42478,3,1.5,1800,6500,3,1922,45,20,3
"9062",9062,67000,42516,3,4,2239,6969,3,1900,45,20,3
"9063",9063,79900,42558,2,1,1425,7405,3,1936,45,20,3
"9064",9064,35000,42447,3,1.1,1204,4791,3,1927,45,20,3
"9065",9065,85500,42487,3,1.1,1536,6534,3,1920,45,20,3
"9066",9066,48000,42496,3,1,1828,4791,3,1932,45,20,3
"9067",9067,47000,42468,3,1,1872,4791,3,1930,45,20,3
"9068",9068,90000,42479,4,1.5,1998,9147,3,1938,45,20,3
"9069",9069,77500,42517,3,1.1,1230,6098,3,1935,45,20,3
"9070",9070,135000,42493,4,1.5,2220,13503.6,3,1940,45,20,3
"9071",9071,115000,42454,3,2,1714,6098,3,1928,45,20,3
"9072",9072,107000,42488,3,1,896,7405,3,1955,45,20,3
"9073",9073,134000,42550,4,2.1,1420,8712,3,1956,45,20,3
"9074",9074,122000,42472,5,3,2833,27442.8,3,1925,45,20,3
"9075",9075,73000,42474,3,2,1118,9284,3,1963,45,20,3
"9076",9076,96000,42454,4,3,2415,10530,3,1955,45,20,3
"9077",9077,132500,42514,3,2,1453,6098,3,1950,45,20,3
"9078",9078,112500,42516,3,2,1764,16988.4,3,1958,45,20,3
"9079",9079,89000,42549,3,2,1272,7840,3,1955,45,20,3
"9080",9080,150000,42515,4,2.5,2040,9147,3,1955,45,20,3
"9081",9081,60000,42514,4,2,1978,4314,2,1870,45,20,2
"9082",9082,97500,42457,4,1.5,1872,6534,3,1900,45,20,3
"9083",9083,102500,42468,4,2,2300,3668,2,1930,45,20,2
"9084",9084,150000,42468,6,2,2664,3696,2,1910,45,20,2
"9085",9085,65000,42514,3,2,1264,9147,3,1889,45,20,3
"9086",9086,75000,42459,3,1.5,1954,5280,3,1935,45,20,3
"9087",9087,260000,42459,3,2,1680,4520,3,1915,45,20,3
"9088",9088,270000,42478,6,2,2896,6800,2,1920,45,20,2
"9089",9089,270000,42478,8,3,3024,5884,2,1920,45,20,2
"9090",9090,347000,42478,6,2,2718,5280,2,1930,45,20,2
"9091",9091,140000,42459,6,3,2704,6969,3,1915,45,20,3
"9092",9092,165000,42479,3,1,1596,12196.8,3,1920,45,20,3
"9093",9093,130000,42461,4,2,1598,3484,3,1930,45,20,3
"9094",9094,110000,42485,5,4,3288,10890,3,1923,45,20,3
"9095",9095,245000,42510,5,3,2885,10890,3,1920,45,20,3
"9096",9096,118000,42480,3,1.5,1622,6098,3,1910,45,20,3
"9097",9097,155000,42485,7,3,2932,6092,2,1900,45,20,2
"9098",9098,149450,42559,3,2,1526,4356,3,1910,45,20,3
"9099",9099,135000,42517,3,2,1146,7680,3,1949,45,20,3
"9100",9100,180500,42544,3,2,1773,4791,3,1930,45,20,3
"9101",9101,146000,42486,3,2,1238,5662,3,1936,45,20,3
"9102",9102,135500,42478,4,1.75,1376,8235,3,1950,45,20,3
"9103",9103,192000,42457,4,2.5,2040,6534,3,1939,45,20,3
"9104",9104,153000,42478,4,1,1619,6969,3,1949,45,20,3
"9105",9105,179000,42549,3,2,1752,7000,3,1926,45,20,3
"9106",9106,185000,42504,3,2,1431,8305,3,1947,45,20,3
"9107",9107,2e+05,42486,4,3,2575,7840,3,1982,45,20,3
"9108",9108,33500,42516,3,1,1004,3920,3,1935,45,20,3
"9109",9109,77000,42507,3,1,1080,9000,3,1950,45,20,3
"9110",9110,97000,42479,4,2,1376,7405,3,1956,45,20,3
"9111",9111,75000,42515,3,1,1204,7256,3,1955,45,20,3
"9112",9112,1e+05,42506,3,2.5,1529,10046,3,1964,45,20,3
"9113",9113,1e+05,42461,2,1,884,7920,3,1954,45,20,3
"9114",9114,108000,42513,3,2,1482,7840,3,1954,45,20,3
"9115",9115,95000,42513,4,2,1505,8712,3,1962,45,20,3
"9116",9116,115000,42445,4,1.5,1176,9147,3,1961,45,20,3
"9117",9117,63000,42548,3,1.5,1434,7405,3,1955,45,20,3
"9118",9118,66000,42515,2,2,1164,7405,3,1955,45,20,3
"9119",9119,82500,42489,4,1,1236,6534,3,1960,45,20,3
"9120",9120,106000,42516,2,1,1332,6534,3,1930,45,20,3
"9121",9121,70000,42482,2,1,936,6534,3,1955,45,20,3
"9122",9122,116500,42494,3,1.5,1980,11325.6,3,1960,45,20,3
"9123",9123,120500,42467,3,3,1190,12196.8,3,1955,45,20,3
"9124",9124,95000,42478,3,1,1341,11325.6,3,1956,45,20,3
"9125",9125,55267,42459,3,1.5,1664,7405,3,1925,45,20,3
"9126",9126,32500,42516,2,1,720,5662,3,1953,45,20,3
"9127",9127,95500,42453,3,1.5,1671,6969,3,1939,45,20,3
"9128",9128,46000,42451,3,1,1164,9147,3,1945,45,20,3
"9129",9129,41500,42468,3,1,864,11761.2,3,1953,45,20,3
"9130",9130,64000,42521,3,1,1078,4791,3,1935,45,20,3
"9131",9131,99000,42513,4,1.1,1807,11325.6,3,1920,45,20,3
"9132",9132,49500,42514,1,1,520,5227,3,1950,45,20,3
"9133",9133,50000,42499,2,1,1036,6313,3,1920,45,20,3
"9134",9134,55000,42552,6,2,2128,5400,2,1925,45,20,2
"9135",9135,82000,42514,3,1,1648,7405,3,1940,45,20,3
"9136",9136,36000,42499,3,1,936,6969,3,1960,45,20,3
"9137",9137,65000,42446,3,1,960,8184,3,1960,45,20,3
"9138",9138,72000,42471,3,1,1440,10800,3,1920,45,20,3
"9139",9139,32000,42489,3,1,936,4791,3,1958,45,20,3
"9140",9140,67000,42487,3,1,1352,7405,3,1900,45,20,3
"9141",9141,69000,42500,3,1,1016,5227,3,1969,45,20,3
"9142",9142,62834,42445,4,1.5,1742,5227,3,1920,45,20,3
"9143",9143,39000,42451,2,1,936,6969,3,1945,45,20,3
"9144",9144,50000,42515,3,2,1657,7840,3,1935,45,20,3
"9145",9145,49500,42523,3,1.1,1440,5662,3,1936,45,20,3
"9146",9146,144000,42521,3,2,1566,5662,3,1930,45,20,3
"9147",9147,147000,42544,3,1.1,1700,7840,3,1925,45,20,3
"9148",9148,138000,42494,3,1.5,1982,7405,3,1930,45,20,3
"9149",9149,104000,42450,3,4,1790,4356,3,1920,45,20,3
"9150",9150,162500,42523,4,1.5,1570,6969,3,1928,45,20,3
"9151",9151,74000,42515,3,1,1296,5227,3,1915,45,20,3
"9152",9152,71500,42493,6,2,2402,5662,1,1920,45,20,1
"9153",9153,150800,42446,4,2,2832,10454,3,1905,45,20,3
"9154",9154,105894,42521,3,2,1743,3920,3,1895,45,20,3
"9155",9155,134000,42523,3,2,1540,5227,3,1935,45,20,3
"9156",9156,52000,42486,3,2,1609,4356,3,1910,45,20,3
"9157",9157,53500,42523,3,1,1726,5224,3,1920,45,20,3
"9158",9158,95000,42493,4,2,1729,5662,3,1955,45,20,3
"9159",9159,96300,42479,3,1,1328,4356,3,1950,45,20,3
"9160",9160,107000,42459,3,2,1224,4800,3,1945,45,20,3
"9161",9161,66500,42522,2,1.1,1360,6534,3,1984,45,20,3
"9162",9162,65000,42516,3,1.5,1008,6090,3,1950,45,20,3
"9163",9163,77000,42450,3,1,1218,13939.2,3,1957,45,20,3
"9164",9164,105000,42503,4,2,1560,6098,3,1956,45,20,3
"9165",9165,102000,42563,2,2,1260,7405,3,1959,45,20,3
"9166",9166,260000,42517,7,3.1,3373,14810.4,3,1966,45,20,3
"9167",9167,153000,42545,2,2,1644,11761.2,3,1952,45,20,3
"9168",9168,65000,42521,3,1,2014,7508,3,1935,45,20,3
"9169",9169,79000,42516,3,1.5,2058,7405,3,1930,45,20,3
"9170",9170,80000,42500,6,2,2316,9900,2,1925,45,20,2
"9171",9171,1e+05,42536,3,1.5,1543,3920,3,1925,45,20,3
"9172",9172,83000,42493,3,1,1273,4901,3,1840,45,20,3
"9173",9173,98000,42514,3,1.5,1848,3049,3,1930,45,20,3
"9174",9174,55000,42459,3,1,1852,6098,3,1890,45,20,3
"9175",9175,130000,42494,6,2,2317,3564,2,1925,45,20,2
"9176",9176,115000,42453,5,2,1924,4370,3,1900,45,20,3
"9177",9177,96000,42474,3,1.5,1450,3920,3,1905,45,20,3
"9178",9178,82000,42472,3,1.5,1344,4356,3,1900,45,20,3
"9179",9179,70000,42479,4,1,1473,4791,3,1890,45,20,3
"9180",9180,70000,42506,3,2,1774,2178,3,1920,45,20,3
"9181",9181,56000,42472,4,2,1452,4715,3,1920,45,20,3
"9182",9182,95000,42552,8,3,3575,7500,2,1920,45,20,2
"9183",9183,79000,42475,6,2,2304,3762,2,1900,45,20,2
"9184",9184,479000,42558,5,4,3950,48787.2,3,1991,45,20,3
"9185",9185,65190,42474,3,1,900,5662,3,1956,45,20,3
"9186",9186,63500,42496,3,1,1395,6969,3,1965,45,20,3
"9187",9187,124500,42452,4,2,1296,5125,3,1949,45,20,3
"9188",9188,204000,42500,3,2,1732,165092.4,3,1930,45,20,3
"9189",9189,57000,42481,3,2,1200,8855,3,1994,45,20,3
"9190",9190,63000,42517,3,1,1134,7405,3,1900,45,20,3
"9191",9191,148000,42492,4,3,2800,11325.6,3,2007,45,20,3
"9192",9192,245000,42460,10,5,3392,7368,3,1950,45,20,3
"9193",9193,58000,42482,4,2,1248,2597,2,1900,45,20,2
"9194",9194,103000,42474,4,2,2144,2480,2,1840,45,20,2
"9195",9195,197000,42562,3,2,1850,6100,3,1935,45,20,3
"9196",9196,65000,42459,7,2,2506,5227,1,1875,45,20,1
"9197",9197,231000,42521,3,1,1030,6969,3,1949,46,46,3
"9198",9198,465000,42542,5,3,3016,16117.2,3,1974,46,46,3
"9199",9199,478000,42531,4,4,3492,13939.2,1,1970,46,46,1
"9200",9200,178719,42550,3,1,1100,6534,3,1967,46,46,3
"9201",9201,586500,42517,4,2.1,3134,16117.2,3,1956,46,46,3
"9202",9202,240000,42543,2,1,932,5998,3,1900,46,46,3
"9203",9203,230000,42552,3,1,1018,3465,3,1984,46,46,3
"9204",9204,313000,42517,6,2.5,3462,5262,3,1908,46,46,3
"9205",9205,150000,42530,3,2,1722,6330,3,1968,46,46,3
"9206",9206,197000,42521,4,2,1400,5662,3,1950,46,46,3
"9207",9207,167000,42520,4,2,1344,5480,3,1978,46,46,3
"9208",9208,147100,42556,3,2,2377,13068,3,1950,46,46,3
"9209",9209,274719,42536,3,2,2242,7500,3,1951,46,46,3
"9210",9210,112000,42517,1,1,1150,8820,3,1940,46,46,3
"9211",9211,119719,42538,2,1,672,7405,3,1945,46,46,3
"9212",9212,187000,42545,3,1,984,6838,3,1951,46,46,3
"9213",9213,180219,42549,3,1.5,1214,10018,3,1977,46,46,3
"9214",9214,206000,42524,3,1.75,1472,6272,3,1955,46,46,3
"9215",9215,134900,42517,1,1,705,7800,3,1920,46,46,3
"9216",9216,155500,42521,2,1,768,6028,3,1950,46,46,3
"9217",9217,125300,42535,3,1.75,1134,9690,3,1989,46,46,3
"9218",9218,229719,42538,4,3,1674,13939.2,3,1995,46,46,3
"9219",9219,199719,42529,4,1.75,1488,6534,3,1966,46,46,3
"9220",9220,117000,42537,3,2,1400,6098,3,1940,46,46,3
"9221",9221,489950,42521,6,4,6081,29185.2,3,1987,46,46,3
"9222",9222,359999,42522,3,2.5,2083,15246,3,1990,46,46,3
"9223",9223,174719,42529,3,1.1,1215,7405,3,1961,46,46,3
"9224",9224,274719,42538,3,2,1632,10019,3,1965,46,46,3
"9225",9225,259719,42552,3,1.5,1168,9583,3,1967,46,46,3
"9226",9226,265000,42523,1,1,765,3049,3,1910,46,46,3
"9227",9227,420000,42517,3,2.25,2506,16117.2,3,1979,46,46,3
"9228",9228,264719,42549,4,2,1475,13068,3,1942,46,46,3
"9229",9229,209719,42548,4,2,1512,3250,3,1922,46,46,3
"9230",9230,144719,42545,3,1.5,1147,3005,3,2002,46,46,3
"9231",9231,385000,42530,6,4,4069,6490,3,1913,46,46,3
"9232",9232,245719,42529,4,1,2390,5009,3,1919,46,46,3
"9233",9233,160000,42530,3,1,1270,4878,3,1910,46,46,3
"9234",9234,217500,42545,4,2,2552,2613,3,1922,46,46,3
"9235",9235,244950,42517,3,3,1882,4875,3,1912,46,46,3
"9236",9236,196000,42550,4,1,1422,5689,3,1946,46,46,3
"9237",9237,480000,42552,4,2,3270,6534,3,1921,46,46,3
"9238",9238,724719,42536,6,4,4705,8446,3,1925,46,46,3
"9239",9239,724000,42517,4,5,4321,6534,3,1908,46,46,3
"9240",9240,724719,42534,4,2,4046,9750,3,1936,46,46,3
"9241",9241,329500,42523,3,1.75,1526,3223,3,1923,46,46,3
"9242",9242,340000,42521,2,1,2256,4800,3,1922,46,46,3
"9243",9243,315500,42530,4,2,1682,4550,3,1925,46,46,3
"9244",9244,174500,42521,3,2,1078,6500,3,1902,46,46,3
"9245",9245,115000,42550,3,1,1215,6500,3,1907,46,46,3
"9246",9246,230000,42549,4,2,1768,5500,3,1907,46,46,3
"9247",9247,204719,42524,3,1,1195,5998,3,1942,46,46,3
"9248",9248,101980,42551,2,1,638,5662,3,1950,46,46,3
"9249",9249,510000,42521,4,3,4220,5000,3,1910,46,46,3
"9250",9250,169950,42566,2,1,692,6390,3,1943,46,46,3
"9251",9251,187000,42552,3,1,1306,5662,3,1924,46,46,3
"9252",9252,210719,42536,3,2,1485,7000,3,1974,46,46,3
"9253",9253,319900,42516,4,3,2808,7400,3,1970,46,46,3
"9254",9254,225000,42524,3,1,984,8276,3,1975,46,46,3
"9255",9255,346000,42524,5,2.5,2272,6838,3,1980,46,46,3
"9256",9256,222719,42521,3,1.75,1650,5998,3,1946,46,46,3
"9257",9257,102719,42550,2,1,984,5400,3,1951,46,46,3
"9258",9258,341719,42531,4,2.5,3204,48787.2,3,1971,46,46,3
"9259",9259,161794,42521,2,1,910,6875,3,1986,46,46,3
"9260",9260,238719,42550,3,1.75,1730,14810.4,3,1968,46,46,3
"9261",9261,480000,42525,4,3,2700,8000,3,1915,46,46,3
"9262",9262,406000,42559,3,1.1,2410,6098,3,1922,46,46,3
"9263",9263,189719,42544,3,1,1752,7440,3,1939,46,46,3
"9264",9264,314700,42536,3,3,2558,9000,3,1969,46,46,3
"9265",9265,594719,42552,4,2,2925,6969,3,1905,46,46,3
"9266",9266,319719,42538,3,2.5,1718,9250,3,1983,46,46,3
"9267",9267,230000,42523,3,1.75,1078,9250,3,1986,46,46,3
"9268",9268,360000,42524,3,3,1762,6000,3,1904,46,46,3
"9269",9269,350000,42517,3,3,1863,9000,3,1988,46,46,3
"9270",9270,392219,42549,4,2,2056,5000,3,1895,46,46,3
"9271",9271,286224,42552,3,2,1750,3430,3,1908,46,46,3
"9272",9272,348000,42537,3,2,1408,3750,3,1906,46,46,3
"9273",9273,444719,42538,4,2,1584,5000,3,1904,46,46,3
"9274",9274,340000,42557,4,2,2165,5000,3,1926,46,46,3
"9275",9275,339719,42548,3,1.75,1500,3750,3,1909,46,46,3
"9276",9276,185119,42538,3,2,1430,5000,3,1951,46,46,3
"9277",9277,183500,42552,2,1,854,4791,3,1941,46,46,3
"9278",9278,205850,42542,2,1.1,980,5227,3,1919,46,46,3
"9279",9279,158500,42522,3,2,1472,9234,3,1955,46,46,3
"9280",9280,214719,42544,3,1,1139,7100,3,1907,46,46,3
"9281",9281,286000,42559,3,1.75,1460,6321,3,1980,46,46,3
"9282",9282,105000,42521,5,1.5,2556,9000,3,1960,46,46,3
"9283",9283,274719,42537,3,2.25,1284,8000,3,1962,46,46,3
"9284",9284,170000,42551,2,1,992,3484,3,1912,46,46,3
"9285",9285,221719,42536,3,1.75,1778,7550,3,1979,46,46,3
"9286",9286,391770,42534,3,3,2522,8736,3,1990,46,46,3
"9287",9287,177000,42516,2,1,660,6969,3,1942,46,46,3
"9288",9288,207500,42528,2,1,1868,3049,3,1918,46,46,3
"9289",9289,249000,42524,3,1.5,1200,8712,3,1966,46,46,3
"9290",9290,465719,42531,3,3,3060,8258,3,1985,46,46,3
"9291",9291,365000,42552,3,2.5,2008,12632.4,3,1991,46,46,3
"9292",9292,274719,42536,3,1,1505,5227,3,1956,46,46,3
"9293",9293,270719,42531,4,2,1496,4500,3,1913,46,46,3
"9294",9294,185000,42527,3,1,1025,6534,3,1977,46,46,3
"9295",9295,250000,42523,6,2,1860,6000,3,1900,46,46,3
"9296",9296,104000,42523,2,1,876,6000,3,1940,46,46,3
"9297",9297,119719,42542,3,1.75,1090,6000,3,1987,46,46,3
"9298",9298,270000,42526,3,2,1643,9147,3,1958,46,46,3
"9299",9299,230000,42524,3,2,1191,9395,3,1960,46,46,3
"9300",9300,252000,42523,3,1,1423,6098,3,1948,46,46,3
"9301",9301,3e+05,42527,4,3,1864,6000,3,1943,46,46,3
"9302",9302,285717,42545,3,2.25,1693,9241,3,1992,46,46,3
"9303",9303,239719,42545,3,2,1716,7096,3,1900,46,46,3
"9304",9304,123000,42545,2,1,792,6969,3,1925,46,46,3
"9305",9305,285000,42562,4,1,1544,8000,3,1928,46,46,3
"9306",9306,215000,42524,3,2,1081,6000,3,1907,46,46,3
"9307",9307,314719,42541,3,3,1442,3750,3,1928,46,46,3
"9308",9308,206200,42545,4,1,1304,4499,3,1928,46,46,3
"9309",9309,259719,42545,3,2,1428,6000,3,1989,46,46,3
"9310",9310,106819,42536,3,1,1472,13939.2,3,1918,46,46,3
"9311",9311,239719,42552,2,1.75,1331,6000,3,1905,46,46,3
"9312",9312,280919,42534,3,2,1536,3465,3,1912,46,46,3
"9313",9313,559719,42531,4,2.5,2762,4512,3,1911,46,46,3
"9314",9314,410000,42552,3,2,2400,6098,3,1941,46,46,3
"9315",9315,200519,42531,3,1,1654,7405,3,1950,46,46,3
"9316",9316,189719,42531,4,1.75,1275,5749,3,1969,46,46,3
"9317",9317,194196,42521,3,2,1476,5663,3,1920,46,46,3
"9318",9318,355000,42566,3,1.5,2101,7853,3,1983,46,46,3
"9319",9319,420000,42549,3,3,2700,8276,3,1987,46,46,3
"9320",9320,491900,42517,3,2.5,2603,9156,3,1990,46,46,3
"9321",9321,182500,42551,2,1,1392,6000,3,1912,46,46,3
"9322",9322,359719,42543,4,3,2400,3001,3,1918,46,46,3
"9323",9323,165000,42521,3,1.5,1700,8625,3,1910,46,46,3
"9324",9324,321719,42535,4,3,1700,6098,3,1975,46,46,3
"9325",9325,305000,42562,3,2,1432,6969,3,1978,46,46,3
"9326",9326,235000,42527,3,1.5,1443,8291,3,1963,46,46,3
"9327",9327,226000,42522,3,2,1000,6969,3,1990,46,46,3
"9328",9328,189534,42558,2,1,724,7000,3,1942,46,46,3
"9329",9329,150000,42527,2,1,864,7250,3,1948,46,46,3
"9330",9330,139719,42527,2,1,728,7250,3,1943,46,46,3
"9331",9331,159000,42531,2,1,746,7000,3,1943,46,46,3
"9332",9332,169000,42520,2,1,746,7000,3,1943,46,46,3
"9333",9333,184719,42543,2,1,728,7000,3,1943,46,46,3
"9334",9334,360000,42551,3,2,1592,6000,3,1902,46,46,3
"9335",9335,238719,42548,3,1,1180,5998,3,1969,46,46,3
"9336",9336,399719,42537,4,1.5,1774,7080,3,1920,46,46,3
"9337",9337,190000,42528,3,1,1680,6534,3,1942,46,46,3
"9338",9338,304219,42550,4,2.25,2865,6534,3,1931,46,46,3
"9339",9339,149000,42529,2,1,990,6000,3,1903,46,46,3
"9340",9340,192000,42558,3,2,940,6098,3,1991,46,46,3
"9341",9341,130000,42544,2,1,1206,4440,3,1926,46,46,3
"9342",9342,252500,42524,4,2,1854,5087,3,1909,46,46,3
"9343",9343,239000,42542,3,2,1810,3920,3,1912,46,46,3
"9344",9344,155000,42522,2,1,1260,7405,3,1907,46,46,3
"9345",9345,124500,42519,2,1,720,6500,3,1942,46,46,3
"9346",9346,225000,42556,4,1,1440,6500,3,1913,46,46,3
"9347",9347,118000,42522,3,1,1341,7800,3,1968,46,46,3
"9348",9348,166219,42545,2,1,955,9583,3,1920,46,46,3
"9349",9349,199039,42528,2,1,1282,4791,3,1925,46,46,3
"9350",9350,234984,42536,4,2.1,2280,6534,3,1940,46,46,3
"9351",9351,498719,42535,3,2,2190,10500,3,1992,46,46,3
"9352",9352,464719,42544,4,3,3500,10890,3,1984,46,46,3
"9353",9353,274900,42527,3,1.5,1202,6612,3,1981,46,46,3
"9354",9354,294619,42537,3,1.5,1170,6133,3,1981,46,46,3
"9355",9355,198000,42552,3,1.5,1662,7100,3,1905,46,46,3
"9356",9356,218719,42517,2,2,1784,7405,3,1954,46,46,3
"9357",9357,180000,42524,3,1,1010,5998,3,1921,46,46,3
"9358",9358,249000,42524,4,2.5,1586,5600,3,1919,46,46,3
"9359",9359,461719,42549,4,3,2683,7954,3,1994,46,46,3
"9360",9360,423000,42551,3,3,2227,7823,3,1994,46,46,3
"9361",9361,285000,42542,3,2,1346,5227,3,1992,46,46,3
"9362",9362,264719,42550,3,1.1,1021,6534,3,1993,46,46,3
"9363",9363,430000,42544,4,3,3751,10280,3,1998,46,46,3
"9364",9364,405000,42516,3,2.5,1968,8960,3,1993,46,46,3
"9365",9365,315000,42522,3,2.5,1432,5187,3,1995,46,46,3
"9366",9366,269719,42548,3,2,1360,5326,3,1996,46,46,3
"9367",9367,233000,42516,3,2.5,1575,5663,3,1996,46,46,3
"9368",9368,399669,42541,4,3,2324,7775,3,2000,46,46,3
"9369",9369,156000,42551,3,3,1692,5219,3,2001,46,46,3
"9370",9370,231719,42545,3,2,2221,6000,3,1913,46,46,3
"9371",9371,244719,42531,2,2,1840,6000,3,1922,46,46,3
"9372",9372,199719,42542,3,1.75,1610,12196.8,3,1920,46,46,3
"9373",9373,150000,42534,2,1,870,5105,3,1940,46,46,3
"9374",9374,185000,42521,3,2,1200,5947,3,1953,46,46,3
"9375",9375,234719,42537,3,1.75,2056,6568,3,1962,46,46,3
"9376",9376,225000,42544,2,1,1828,3920,3,1922,46,46,3
"9377",9377,347500,42558,8,4,3752,7000,2,1983,46,46,2
"9378",9378,260219,42550,3,2,1933,9757,3,1902,46,46,3
"9379",9379,49770,42521,3,1,1750,6098,3,1904,46,46,3
"9380",9380,134719,42549,1,1,1056,5000,3,1911,46,46,3
"9381",9381,313000,42523,2,1,1378,9000,3,1910,46,46,3
"9382",9382,182328,42517,1,2,1784,7788,3,1941,46,46,3
"9383",9383,225000,42536,4,1.5,1608,5500,3,1917,46,46,3
"9384",9384,192219,42541,2,1,840,6720,3,1985,46,46,3
"9385",9385,124719,42536,1,1,696,6900,3,1946,46,46,3
"9386",9386,192000,42550,3,2,1168,6969,3,1909,46,46,3
"9387",9387,174500,42523,2,1,940,6900,3,1910,46,46,3
"9388",9388,110100,42528,4,2,1140,5175,3,1909,46,46,3
"9389",9389,449000,42527,4,3.1,2552,6098,3,1944,46,46,3
"9390",9390,320000,42516,2,1.1,1258,6098,3,1948,46,46,3
"9391",9391,269719,42538,3,1.75,2224,7840,3,1945,46,46,3
